,home_team_mean_offense_score,home_team_mean_midfield_score
13814,76.3,78.2
13815,80.0,73.5
13816,70.7,74.5
13817,86.0,86.2
13819,79.7,77.2
13821,77.0,78.8
13822,72.3,70.2
13827,87.0,82.8
13845,74.0,74.8
13849,68.3,66.0
13851,70.7,76.5
13852,72.7,70.2
13853,71.3,75.0
13854,69.7,62.0
13857,79.3,68.8
13859,76.0,80.0
13860,76.3,73.2
13861,86.0,86.2
13863,68.0,68.5
13866,78.3,77.5
13867,75.3,75.0
13868,72.7,67.8
13870,78.0,76.2
13871,75.3,67.5
13874,83.3,82.2
13876,75.7,77.5
13877,69.0,73.8
13882,75.3,77.2
13884,76.3,77.5
13885,76.7,77.0
13886,85.0,80.8
13888,80.0,73.5
13889,70.7,74.5
13890,75.0,78.5
13891,71.0,80.2
13892,71.3,74.5
13893,84.0,81.8
13894,69.0,69.0
13895,69.7,70.0
13896,83.3,77.2
13900,77.3,76.2
13905,71.0,72.2
13906,78.0,77.8
13907,68.3,66.0
13908,78.0,76.2
13909,75.3,67.5
13912,76.0,77.0
13913,75.7,76.8
13915,83.7,84.0
13918,81.7,84.2
13919,83.3,82.2
13920,76.3,75.5
13921,75.7,77.5
13922,69.0,73.8
13925,69.7,62.0
13926,76.3,77.5
13927,83.7,83.5
13928,77.3,76.2
13929,69.0,73.2
13931,85.0,80.8
13933,74.0,72.5
13934,77.3,74.2
13936,79.7,77.2
13937,77.0,78.8
13938,60.7,73.0
13939,75.0,78.5
13949,87.0,82.8
13954,75.7,77.5
13955,87.0,82.8
13957,71.0,80.2
13960,71.0,80.2
13962,76.3,77.5
13966,83.3,82.2
13967,75.7,77.5
13970,71.7,72.5
13973,69.3,75.5
13974,76.3,77.5
13975,77.3,76.2
13976,60.7,73.0
13977,74.0,74.8
13978,71.0,72.2
13979,78.0,77.8
13980,80.7,79.5
13983,83.3,81.0
13985,71.3,75.0
13989,74.0,72.5
13992,84.0,81.8
13993,79.3,77.2
13995,83.7,84.0
13996,76.3,75.5
13997,73.0,65.8
14000,79.3,68.8
14001,80.0,73.8
14002,78.7,72.2
14003,85.0,80.8
14004,80.0,78.5
14005,66.0,64.2
14006,77.3,74.2
14008,75.0,78.5
14010,69.7,61.5
14011,76.7,71.0
14015,68.3,66.0
14017,75.3,67.5
14020,74.3,68.2
14023,76.3,77.5
14024,76.3,74.8
14026,71.7,72.5
14027,72.0,65.5
14028,68.7,72.0
14029,72.7,70.2
14030,60.7,73.0
14031,76.7,71.0
14032,74.0,74.8
14034,71.0,72.2
14035,78.3,77.5
14036,84.0,81.8
14037,75.7,76.8
14040,83.3,81.0
14041,69.3,75.5
14042,71.3,75.0
14043,76.7,77.0
14044,80.7,71.8
14045,80.0,78.5
14047,79.7,77.2
14048,75.0,78.5
14049,72.3,70.2
14050,68.3,66.0
14051,83.7,78.5
14052,75.3,67.5
14054,76.3,74.8
14056,72.7,70.2
14057,76.3,77.5
14058,80.7,71.8
14059,75.0,78.5
14061,76.3,77.5
14063,68.7,72.0
14066,75.3,67.5
14068,76.3,77.5
14069,80.7,78.5
14072,75.0,78.5
14073,87.0,82.8
14074,68.7,72.0
14075,75.0,78.5
14076,83.7,78.5
14077,80.7,71.8
14078,78.0,76.2
14080,75.0,78.5
14082,78.7,72.2
14092,87.0,82.8
14093,78.0,76.2
14097,84.0,81.8
14103,80.7,71.8
14106,80.7,78.5
14107,83.7,78.5
14109,87.0,82.8
14117,78.7,72.2
14118,83.7,78.5
14120,84.0,81.8
14123,72.3,70.2
14125,78.0,76.2
14128,87.0,82.8
14129,80.7,78.5
14131,83.7,78.5
14132,84.0,81.8
14135,80.7,71.8
14140,87.0,82.8
14141,78.0,76.2
14145,84.0,81.8
14146,80.7,78.5
14151,78.7,72.2
14152,80.7,71.8
14153,68.3,66.0
14160,78.7,72.2
14170,83.7,78.5
14190,68.0,68.5
14191,74.0,74.8
14193,71.0,72.2
14195,78.3,77.5
14197,68.3,66.0
14198,75.3,67.5
14201,81.7,84.2
14203,63.0,63.8
14204,83.3,82.2
14205,68.7,72.0
14206,70.7,76.5
14207,75.7,77.5
14208,69.0,73.8
14209,83.3,81.0
14210,69.3,75.5
14216,69.7,62.0
14219,69.0,73.2
14220,76.7,77.0
14222,76.3,74.8
14223,85.0,80.8
14224,80.0,78.5
14226,76.3,78.2
14227,80.0,73.5
14228,76.3,73.2
14229,70.7,74.5
14230,71.7,72.5
14231,77.0,78.8
14232,60.7,73.0
14233,75.0,78.5
14234,71.0,80.2
14235,72.0,65.5
14254,69.7,61.5
14268,69.7,71.5
14271,88.3,85.2
14272,73.7,71.8
14275,67.3,68.0
14276,73.7,73.5
14277,69.7,75.5
14281,74.7,76.8
14284,68.7,74.8
14285,70.0,69.8
14286,83.7,85.0
14287,76.7,81.0
14291,73.3,76.5
14294,79.0,76.0
14295,74.3,76.0
14296,72.7,76.0
14297,75.0,76.0
14301,83.3,86.0
14302,71.0,73.2
14303,75.7,75.2
14306,77.0,78.0
14307,76.0,76.0
14308,81.0,80.2
14309,74.7,76.2
14310,88.0,88.5
14315,78.0,77.8
14316,72.0,68.5
14318,75.7,77.2
14319,72.7,80.8
14321,79.0,79.2
14324,68.0,69.8
14330,74.0,78.0
14331,80.3,74.2
14332,64.7,61.0
14338,62.7,71.5
14339,71.3,62.8
14341,77.0,76.2
14344,69.0,62.8
14347,84.3,84.0
14350,88.3,85.2
14351,74.0,74.5
14354,80.3,78.5
14356,77.7,78.0
14358,80.0,81.0
14360,76.3,76.8
14361,74.0,76.5
14363,74.7,76.8
14364,81.3,85.8
14366,68.7,74.8
14369,68.0,69.8
14370,75.0,71.0
14372,84.7,84.0
14373,72.3,71.8
14380,72.7,61.0
14382,59.7,63.2
14384,76.0,76.0
14387,75.3,74.0
14388,81.0,80.2
14391,74.0,78.0
14392,76.7,79.0
14394,75.3,72.2
14395,88.0,88.5
14397,76.7,78.8
14400,73.7,75.5
14408,88.3,85.2
14411,84.3,84.0
14421,88.3,85.2
14423,73.7,71.8
14426,80.3,78.5
14429,77.7,78.0
14431,73.3,71.5
14432,77.0,71.0
14435,76.3,76.8
14438,74.7,76.8
14439,68.7,74.8
14440,83.0,84.5
14442,74.7,74.8
14444,72.7,76.0
14445,75.0,76.0
14447,80.0,70.2
14448,83.3,86.0
14449,71.0,73.2
14450,77.0,78.0
14451,86.3,82.5
14453,75.3,74.0
14454,76.7,79.0
14456,75.3,72.2
14458,78.0,77.8
14459,72.0,68.5
14460,85.0,78.5
14462,72.7,80.8
14465,69.0,69.2
14472,77.7,76.2
14473,72.0,75.2
14476,72.3,71.8
14478,75.7,77.2
14480,73.3,74.8
14482,83.7,79.2
14484,76.7,78.8
14485,69.7,71.5
14487,73.7,71.8
14488,67.3,68.0
14491,73.7,73.5
14492,69.7,75.5
14493,80.3,80.8
14495,80.0,81.0
14496,74.0,76.5
14500,83.0,84.5
14501,70.0,69.8
14502,83.7,85.0
14503,76.7,81.0
14506,68.0,69.8
14507,73.3,76.5
14510,79.0,76.0
14511,84.7,84.0
14512,72.7,76.0
14515,75.0,76.0
14518,72.7,61.0
14520,77.0,76.2
14521,59.7,63.2
14522,75.7,75.2
14524,80.0,72.5
14526,81.0,80.2
14528,74.7,76.2
14529,88.0,88.5
14532,80.3,78.2
14533,76.7,78.8
14536,78.0,77.8
14537,75.7,77.2
14538,73.7,75.5
14545,69.7,71.5
14547,88.3,85.2
14549,80.3,78.5
14551,77.7,78.0
14553,79.0,79.2
14555,78.7,78.5
14558,76.3,76.8
14559,74.0,76.5
14565,83.0,84.5
14566,70.0,69.8
14567,74.7,74.8
14571,73.3,76.5
14576,77.0,76.2
14577,76.7,78.8
14578,83.3,86.0
14582,80.0,72.5
14583,76.0,76.0
14593,78.0,77.8
14594,72.0,68.5
14596,85.0,78.5
14599,73.3,74.8
14600,81.3,85.8
14601,77.7,76.2
14603,72.0,75.2
14604,72.7,80.8
14606,76.7,78.8
14609,84.3,84.0
14611,68.0,69.8
14613,67.3,68.0
14615,69.7,75.5
14616,80.3,80.8
14617,78.7,78.5
14618,62.7,71.5
14619,73.3,71.5
14620,77.0,71.0
14621,80.0,81.0
14623,74.0,76.5
14624,74.7,76.8
14626,81.3,85.8
14627,83.0,84.5
14628,83.7,85.0
14629,76.7,81.0
14630,74.7,74.8
14632,71.3,62.8
14635,79.0,76.0
14636,84.7,84.0
14643,72.7,61.0
14645,80.0,70.2
14649,77.7,76.2
14651,76.0,76.0
14652,86.3,82.5
14657,74.7,76.2
14662,72.0,68.5
14664,73.7,75.5
14665,69.0,62.8
14678,69.0,62.8
14720,80.3,80.8
14722,73.7,75.5
14726,72.3,71.8
14727,77.7,76.2
14728,80.3,74.2
14729,72.3,71.8
14735,83.7,79.2
14740,80.3,74.2
14741,75.7,77.2
14743,83.7,79.2
14748,76.7,78.8
14749,76.7,81.0
14750,75.0,76.5
14753,77.0,76.2
14755,83.7,79.2
14759,75.3,74.0
14761,76.7,81.0
14765,83.7,79.2
14770,76.7,81.0
14774,76.7,81.0
14775,75.0,76.5
14777,76.7,81.0
14780,80.0,72.5
14784,72.3,71.8
14785,80.0,72.5
14789,72.3,71.8
14790,72.7,76.0
14795,75.0,76.0
14797,69.0,69.2
14800,77.7,78.0
14803,73.7,71.8
14804,74.0,74.5
14809,80.3,80.8
14811,62.7,71.5
14812,80.0,81.0
14814,74.0,76.5
14815,74.7,76.8
14816,69.0,69.2
14818,81.3,85.8
14821,70.0,69.8
14822,83.7,85.0
14823,74.7,74.8
14827,73.3,76.5
14830,79.0,76.0
14831,74.3,76.0
14832,84.7,84.0
14833,83.7,79.2
14834,72.7,76.0
14836,75.0,76.0
14842,77.0,76.2
14843,59.7,63.2
14844,80.0,70.2
14845,76.7,78.8
14846,69.0,66.5
14847,71.0,73.2
14850,80.0,72.5
14852,76.0,76.0
14853,75.3,74.0
14857,74.7,76.2
14858,72.0,75.2
14859,88.0,88.5
14860,76.7,78.8
14863,72.3,71.8
14864,78.0,77.8
14866,72.7,80.8
14867,69.0,69.2
14885,80.3,80.8
14886,72.3,71.8
14887,69.0,69.2
14888,69.0,69.2
14889,77.0,71.0
14890,77.0,78.0
14891,69.0,69.2
14892,69.0,69.2
14893,69.0,69.2
14900,72.3,71.8
14902,69.0,69.2
14904,69.7,71.5
14905,69.0,69.2
14910,72.7,76.0
14912,77.0,78.0
14913,73.7,75.5
14914,70.0,69.8
14915,80.3,78.5
14916,77.0,71.0
14917,80.0,81.0
14918,76.7,78.8
14919,81.0,80.2
14920,73.3,74.8
14922,76.3,76.8
14923,74.0,76.5
14925,68.7,74.8
14926,74.7,74.8
14927,71.3,62.8
14928,68.0,69.8
14929,79.0,76.0
14932,83.3,86.0
14933,75.7,75.2
14934,76.0,76.0
14935,86.3,82.5
14936,88.0,88.5
14937,76.7,78.8
14939,75.7,77.2
14940,69.7,71.5
14942,83.0,84.5
14943,72.3,71.8
14944,77.0,76.2
14946,72.3,71.8
14949,72.0,68.5
14951,73.7,73.5
14955,83.3,86.0
14956,88.0,88.5
14957,80.3,78.2
14958,76.7,78.8
14959,75.7,77.2
14961,83.0,84.5
14962,83.7,85.0
14963,77.0,76.2
14964,74.0,74.5
14965,76.3,76.8
14966,69.0,69.2
14968,76.7,81.0
14971,84.7,84.0
14979,73.3,74.8
14980,88.3,85.2
14983,79.0,79.2
14985,74.0,76.5
14987,81.3,85.8
14990,83.7,79.2
14993,83.3,86.0
14994,75.7,75.2
14995,76.0,76.0
14996,86.3,82.5
14997,80.3,74.2
14998,64.7,61.0
15001,72.3,71.8
15002,85.0,78.5
15005,69.7,75.5
15007,68.7,74.8
15008,72.7,76.0
15011,77.0,76.2
15013,77.7,76.2
15014,77.0,78.0
15016,72.0,75.2
15017,88.0,88.5
15022,69.0,62.8
15023,73.3,76.5
15027,74.0,74.5
15028,83.0,84.5
15031,80.3,78.2
15033,78.0,77.8
15036,67.3,68.0
15039,77.0,71.0
15041,68.0,69.8
15042,72.3,71.8
15043,72.7,76.0
15045,77.0,76.2
15046,69.0,66.5
15048,76.0,76.0
15050,81.0,80.2
15053,75.7,77.2
15056,84.3,84.0
15058,62.7,71.5
15061,83.7,85.0
15063,76.7,78.8
15065,83.3,86.0
15067,73.7,75.5
15069,73.3,71.5
15070,74.7,76.8
15072,71.3,62.8
15074,79.0,76.0
15078,75.0,76.5
15082,88.0,88.5
15085,85.0,78.5
15086,83.0,84.5
15087,72.0,68.5
15089,73.7,71.8
15091,69.7,75.5
15093,74.7,74.8
15098,75.0,76.0
15102,76.0,76.0
15103,74.0,76.5
15104,83.3,86.0
15105,84.7,84.0
15106,88.0,88.5
15107,73.3,74.8
15108,69.0,69.2
15109,72.0,75.2
15110,80.3,78.2
15111,72.0,68.5
15112,79.0,79.2
15114,74.7,74.8
15117,77.7,76.2
15118,76.0,76.0
15119,64.7,61.0
15122,73.3,71.5
15123,74.0,76.5
15124,86.3,82.5
15126,69.0,62.8
15127,80.0,81.0
15128,84.7,84.0
15131,80.3,78.2
15132,72.0,68.5
15133,76.3,76.8
15134,83.7,85.0
15137,88.0,88.5
15138,81.3,85.8
15143,86.3,82.5
15144,83.7,85.0
15149,88.0,88.5
15158,69.0,62.8
15167,69.7,71.5
15170,74.0,74.5
15172,80.3,78.5
15175,73.7,73.5
15176,69.7,75.5
15178,77.0,71.0
15179,80.0,81.0
15180,74.0,76.5
15181,74.7,76.8
15183,81.3,85.8
15186,83.0,84.5
15187,83.7,85.0
15189,73.3,76.5
15190,75.0,71.0
15192,72.7,76.0
15194,75.0,76.0
15196,72.7,61.0
15197,77.0,76.2
15198,80.0,70.2
15199,76.7,78.8
15201,71.0,73.2
15202,75.7,75.2
15204,86.3,82.5
15206,81.0,80.2
15207,74.0,78.0
15208,76.7,79.0
15210,74.7,76.2
15211,80.3,78.2
15212,72.0,68.5
15213,72.7,80.8
15223,79.0,79.2
15226,60.3,58.0
15231,72.7,78.8
15234,81.0,75.5
15235,68.7,69.8
15237,89.0,84.0
15240,82.3,83.2
15242,73.3,71.2
15243,73.3,68.5
15244,84.0,78.2
15245,71.3,75.2
15246,80.0,79.5
15248,74.7,76.8
15250,59.0,63.8
15251,67.7,75.2
15252,67.0,67.8
15253,83.7,85.8
15255,73.7,71.8
15256,71.0,67.2
15264,81.7,68.2
15265,86.3,83.2
15267,81.0,71.8
15268,79.0,80.0
15270,75.3,71.5
15272,84.3,88.5
15274,75.3,77.2
15277,75.0,72.5
15278,74.0,76.8
15280,72.3,81.2
15281,81.3,78.0
15283,73.0,75.0
15284,74.7,76.2
15285,66.0,65.2
15289,67.3,76.0
15293,69.7,64.5
15294,82.3,83.2
15298,73.0,77.2
15299,79.7,81.8
15300,75.3,76.5
15301,73.3,71.2
15303,79.0,79.8
15305,74.3,77.0
15306,83.3,82.2
15307,82.7,84.5
15309,67.0,67.8
15310,75.0,74.2
15313,68.3,70.5
15314,71.7,76.5
15315,75.3,77.2
15316,72.7,74.2
15317,84.0,85.0
15318,72.7,78.8
15323,80.7,75.0
15324,69.7,62.5
15325,70.0,72.5
15326,73.7,74.2
15328,81.7,75.0
15329,81.0,71.8
15330,75.7,76.8
15331,83.7,82.0
15332,73.0,74.0
15334,74.7,76.2
15335,78.3,78.2
15336,74.0,74.5
15337,71.0,74.8
15338,81.0,75.5
15339,73.0,79.0
15341,73.7,80.2
15343,80.3,81.0
15344,74.0,78.0
15347,80.7,73.2
15350,82.3,83.2
15370,82.3,83.2
15374,68.7,69.8
15376,89.0,84.0
15380,68.3,67.2
15381,73.3,71.2
15382,73.3,68.5
15383,84.0,78.2
15384,74.3,77.0
15385,74.7,76.8
15386,69.7,70.2
15388,83.3,82.2
15389,59.0,63.8
15391,67.7,75.2
15392,82.7,84.5
15393,75.0,74.2
15396,75.3,77.2
15403,86.3,83.2
15405,75.7,76.8
15406,79.0,80.0
15407,78.3,78.2
15408,74.0,74.5
15409,75.3,71.5
15411,73.0,79.0
15413,73.7,80.2
15415,75.3,77.2
15420,72.7,72.8
15422,68.7,69.8
15424,73.0,77.2
15426,79.7,81.8
15427,68.3,67.2
15428,75.3,76.5
15429,79.0,79.8
15430,84.0,78.2
15431,71.3,75.2
15432,80.0,79.5
15435,74.3,77.0
15436,69.7,70.2
15438,83.7,85.8
15439,68.3,70.5
15441,71.7,76.5
15442,73.7,71.8
15445,72.7,74.2
15446,84.0,85.0
15447,71.0,67.2
15448,72.7,78.8
15454,80.7,75.0
15456,69.7,62.5
15458,81.7,75.0
15459,83.7,82.0
15461,73.0,74.0
15462,79.0,80.0
15465,74.0,74.5
15466,84.3,88.5
15469,74.0,78.0
15470,76.0,76.0
15472,75.7,76.8
15486,68.7,69.8
15487,75.0,76.5
15491,73.0,77.2
15492,68.3,67.2
15493,82.3,83.2
15494,73.3,71.2
15497,75.0,72.5
15500,74.3,77.0
15502,67.0,67.8
15504,68.3,70.5
15505,71.7,76.5
15509,75.3,77.2
15510,72.7,74.2
15511,84.0,85.0
15512,75.0,74.0
15518,81.7,68.2
15519,76.7,79.0
15520,86.3,83.2
15522,70.0,72.5
15525,81.7,75.0
15526,75.7,76.8
15528,73.0,74.0
15529,79.0,80.0
15531,72.7,72.8
15532,78.3,78.2
15533,71.0,74.8
15534,81.0,75.5
15537,72.3,73.2
15538,73.7,80.2
15540,76.0,76.0
15549,89.0,84.0
15573,67.0,74.5
15581,67.3,76.0
15600,68.7,73.8
15612,71.0,67.2
15627,66.0,65.2
15631,73.0,69.5
15639,71.0,74.8
15656,72.7,72.8
15657,72.3,73.2
15660,71.0,74.8
15666,72.3,81.2
15674,71.0,74.8
15677,72.3,81.2
15679,73.0,69.5
15680,81.3,78.0
15686,71.3,75.2
15688,68.3,70.5
15691,79.0,79.8
15692,71.0,74.8
15694,71.3,75.2
15696,72.3,81.2
15697,73.0,75.0
15698,76.7,76.5
15700,71.3,75.2
15701,81.3,78.0
15704,72.3,73.2
15705,76.7,79.0
15706,71.0,74.8
15707,81.0,75.5
15709,72.3,81.2
15711,67.0,74.5
15712,71.3,75.2
15714,68.3,70.5
15716,75.0,76.5
15717,81.3,78.0
15718,81.0,75.5
15721,71.3,75.2
15723,71.0,74.8
15724,75.0,72.5
15726,67.0,74.5
15728,74.0,78.0
15729,75.0,76.5
15731,73.0,69.5
15735,72.3,81.2
15736,73.0,74.0
15737,71.0,74.8
15738,67.0,74.5
15739,81.3,78.0
15741,68.7,69.8
15743,79.7,81.8
15744,67.0,74.5
15746,79.0,79.8
15747,80.0,79.5
15749,83.3,82.2
15750,82.7,84.5
15751,75.0,74.2
15752,68.3,70.5
15753,71.7,76.5
15754,73.7,71.8
15755,60.3,58.0
15758,75.3,77.2
15759,72.7,74.2
15760,72.7,78.8
15765,73.0,75.0
15767,80.7,75.0
15770,86.3,83.2
15771,73.7,74.2
15774,83.7,82.0
15776,73.0,74.0
15778,72.7,72.8
15779,74.7,76.2
15780,75.3,71.5
15781,84.3,88.5
15782,81.0,75.5
15785,73.7,80.2
15788,75.3,77.2
15790,69.7,64.5
15791,73.0,75.0
15793,76.7,76.5
15796,59.7,66.2
15799,59.7,66.2
15800,60.3,58.0
15812,80.7,73.2
15823,74.7,76.8
15824,84.0,85.0
15830,89.0,84.0
15831,73.0,77.2
15833,75.3,76.5
15834,73.3,71.2
15836,84.0,78.2
15837,80.0,79.5
15838,74.3,77.0
15839,69.7,70.2
15840,82.7,84.5
15841,68.3,70.5
15843,71.7,76.5
15844,72.7,74.2
15845,71.0,67.2
15846,72.7,78.8
15854,86.3,83.2
15855,69.7,62.5
15856,73.7,74.2
15857,81.0,71.8
15858,75.7,76.8
15860,74.7,76.2
15861,74.0,74.5
15862,75.3,71.5
15863,84.3,88.5
15864,81.0,75.5
15868,80.3,81.0
15869,74.0,78.0
15871,67.0,74.5
15872,77.3,77.2
15873,69.3,68.8
15876,81.3,78.0
15878,76.7,76.5
15879,80.7,73.2
15880,71.0,74.8
15881,72.3,73.2
15882,75.0,72.5
15886,72.3,81.2
15893,73.3,68.5
15894,79.0,80.0
15895,68.7,69.8
15896,75.0,76.5
15898,68.7,73.8
15900,79.7,81.8
15901,68.3,67.2
15902,79.0,79.8
15903,71.3,75.2
15904,74.0,76.8
15905,74.7,76.8
15906,69.7,70.2
15907,59.0,63.8
15908,82.7,84.5
15909,83.7,85.8
15911,75.3,77.2
15913,75.0,74.0
15918,80.7,75.0
15919,81.7,68.2
15920,86.3,83.2
15922,70.0,72.5
15924,81.0,71.8
15926,75.7,76.8
15927,78.3,78.2
15928,74.0,74.5
15930,73.7,80.2
15933,76.0,76.0
15934,75.3,77.2
15935,68.3,67.2
15936,80.7,75.0
15939,82.3,83.2
15943,76.0,76.0
15945,75.0,76.5
15951,73.3,68.5
15952,73.7,80.2
15953,74.7,76.8
15954,83.3,82.2
15957,74.0,78.0
15958,72.7,78.8
15959,84.0,85.0
15960,80.7,75.0
15961,73.7,80.2
15964,75.0,76.5
15965,82.3,83.2
15966,68.3,70.5
15967,75.3,77.2
15971,74.0,78.0
15972,59.0,63.8
15973,81.0,75.5
15975,69.7,70.2
15977,71.0,67.2
15978,72.7,78.8
15982,75.7,76.8
15984,73.0,74.0
15986,74.0,76.8
15989,80.3,81.0
15991,71.7,76.5
15992,68.7,69.8
15993,89.0,84.0
15995,73.0,77.2
15997,79.7,81.8
15998,68.3,67.2
15999,71.3,75.2
16000,80.0,79.5
16001,74.3,77.0
16002,59.0,63.8
16003,67.7,75.2
16004,73.7,71.8
16006,75.3,77.2
16007,71.0,67.2
16014,81.7,68.2
16016,81.7,75.0
16017,81.0,71.8
16018,83.7,82.0
16025,59.7,66.2
16027,76.7,79.0
16028,66.0,65.2
16029,73.0,79.0
16033,82.3,83.2
16034,67.3,76.0
16035,73.0,75.0
16037,73.0,69.5
16038,69.7,64.5
16039,80.0,79.5
16040,68.7,73.8
16042,79.0,79.8
16044,84.0,78.2
16045,74.0,76.8
16046,74.7,76.8
16047,59.0,63.8
16049,68.3,70.5
16052,84.0,85.0
16053,75.0,74.0
16054,80.7,75.0
16055,73.7,74.2
16057,84.3,88.5
16058,81.0,75.5
16059,74.0,78.0
16060,76.0,76.0
16061,72.3,81.2
16064,72.3,81.2
16069,82.3,83.2
16072,69.3,68.8
16074,76.7,79.0
16077,75.0,72.5
16080,67.3,76.0
16083,73.0,75.0
16084,80.7,75.0
16087,84.3,88.5
16090,68.7,73.8
16091,71.3,75.2
16093,75.0,74.0
16094,74.0,78.0
16096,82.3,83.2
16097,84.0,85.0
16098,76.7,76.5
16099,84.3,88.5
16100,82.3,83.2
16101,72.7,78.8
16102,76.7,76.5
16104,80.3,81.0
16105,82.3,83.2
16106,84.3,88.5
16109,82.3,83.2
16110,80.3,81.0
16111,73.0,75.0
16112,76.7,76.5
16115,75.0,72.5
16116,80.7,75.0
16121,71.3,75.2
16124,74.0,78.0
16128,80.7,75.0
16129,68.3,70.5
16131,71.3,75.2
16132,76.7,79.0
16133,71.0,74.8
16134,74.0,78.0
16135,69.7,64.5
16140,68.3,70.5
16144,74.0,78.0
16146,69.7,64.5
16148,75.0,74.0
16151,80.7,75.0
16154,68.3,70.5
16155,72.7,78.8
16156,74.0,78.0
16157,75.0,74.0
16159,74.0,78.0
16160,72.7,78.8
16161,81.3,78.0
16165,68.7,73.8
16166,77.3,77.2
16167,69.3,68.8
16168,67.3,76.0
16169,75.0,74.0
16173,74.0,78.0
16175,69.7,64.5
16178,68.7,69.8
16179,75.0,76.5
16180,73.0,77.2
16183,79.7,81.8
16184,75.3,76.5
16185,79.0,79.8
16186,84.0,78.2
16188,74.7,76.8
16189,69.7,70.2
16190,83.3,82.2
16191,59.0,63.8
16192,67.7,75.2
16194,83.7,85.8
16195,71.7,76.5
16196,73.7,71.8
16198,84.0,85.0
16199,72.7,78.8
16201,75.0,74.0
16206,80.7,75.0
16208,76.7,79.0
16209,70.0,72.5
16210,75.7,76.8
16211,83.7,82.0
16212,73.0,74.0
16215,71.0,74.8
16216,81.0,75.5
16217,73.0,79.0
16219,72.3,73.2
16220,73.7,80.2
16222,76.0,76.0
16223,75.3,77.2
16226,71.0,74.8
16227,69.7,64.5
16231,77.3,77.2
16234,75.0,72.5
16238,59.7,57.8
16250,72.0,73.8
16254,79.3,75.2
16256,78.7,80.0
16258,83.0,80.8
16259,72.3,72.8
16260,73.3,76.2
16261,83.7,81.2
16263,67.0,74.8
16264,67.0,67.5
16265,84.7,86.0
16266,72.7,78.5
16267,74.3,76.5
16268,82.7,84.0
16269,72.7,78.2
16272,73.7,75.0
16277,71.0,67.2
16279,81.3,74.8
16280,69.0,73.0
16281,73.3,74.2
16283,80.3,75.0
16284,79.7,72.0
16285,78.3,76.2
16286,73.0,74.0
16287,75.3,79.5
16288,75.3,73.5
16289,75.7,78.8
16290,71.7,74.5
16292,76.3,78.8
16293,70.3,80.5
16294,67.7,74.8
16296,84.0,83.2
16297,68.0,73.0
16300,72.3,73.8
16301,82.7,78.5
16303,74.7,76.2
16304,79.7,74.8
16306,72.3,75.8
16307,71.0,74.0
16308,63.0,65.8
16309,77.0,77.5
16310,67.7,69.2
16314,70.3,71.2
16315,69.0,64.2
16319,72.0,73.8
16321,74.3,76.5
16324,71.7,77.8
16326,68.7,63.8
16327,84.0,83.2
16328,67.7,69.2
16331,69.7,73.2
16333,67.0,67.5
16334,76.0,75.0
16337,74.3,71.0
16338,73.3,71.8
16339,82.7,84.0
16340,68.7,68.8
16341,72.7,78.2
16343,73.7,75.0
16346,71.0,67.2
16348,74.7,76.2
16349,73.3,74.2
16350,80.3,75.0
16351,73.0,74.0
16352,75.3,79.5
16354,69.7,75.8
16355,72.3,75.8
16356,85.7,87.0
16357,67.7,74.8
16358,84.7,78.2
16359,76.0,77.0
16361,76.3,75.2
16362,69.7,79.5
16364,69.7,73.2
16372,67.7,70.0
16374,89.3,83.2
16377,79.3,75.2
16378,83.0,80.8
16379,79.7,80.0
16380,74.7,76.5
16381,74.0,76.8
16382,83.7,81.2
16385,82.3,85.0
16386,84.7,86.0
16387,76.0,75.0
16389,73.3,71.8
16393,81.3,74.8
16395,74.0,77.8
16396,87.0,81.5
16398,84.7,81.5
16399,75.7,78.8
16400,71.7,74.5
16401,85.7,87.0
16402,81.7,76.0
16403,67.7,74.8
16404,76.0,77.0
16405,76.3,75.2
16406,69.7,79.5
16407,68.0,73.0
16408,82.7,78.5
16409,73.7,75.0
16412,71.0,74.0
16413,72.0,71.8
16416,81.0,82.5
16417,84.0,83.2
16418,71.7,71.5
16419,78.7,80.0
16420,72.3,72.8
16422,74.7,76.5
16423,83.7,81.2
16425,82.3,85.0
16426,72.7,78.5
16427,76.0,75.0
16429,74.3,71.0
16433,74.3,76.5
16434,72.3,73.8
16435,82.7,84.0
16436,68.7,68.8
16438,73.7,75.0
16444,76.7,62.8
16445,73.3,74.2
16447,80.3,75.0
16448,79.7,72.0
16450,84.7,81.5
16451,73.0,74.0
16453,75.3,73.5
16454,75.7,78.8
16456,85.7,87.0
16457,81.7,76.0
16458,76.3,78.8
16460,70.3,80.5
16461,84.7,78.2
16470,81.0,82.5
16472,69.7,73.2
16473,89.3,83.2
16477,73.3,76.2
16478,74.7,76.5
16479,83.7,81.2
16481,76.0,75.0
16482,73.3,71.8
16483,59.7,57.8
16484,74.3,76.5
16485,82.7,84.0
16486,68.7,68.8
16487,73.7,75.0
16490,78.3,76.2
16491,84.7,81.5
16492,75.3,79.5
16493,72.0,73.8
16494,75.3,73.5
16498,70.3,80.5
16499,67.7,74.8
16506,87.0,81.5
16507,74.7,76.2
16508,79.7,74.8
16510,69.7,79.5
16511,77.0,77.5
16513,89.3,83.2
16514,82.7,84.0
16516,74.3,76.5
16517,72.0,71.8
16518,71.7,77.8
16520,81.0,82.5
16521,84.0,83.2
16524,79.7,80.0
16525,69.7,73.2
