,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_score,away_team_score,neutral_location
8828,70,36,0,0,2,2,0
8829,27,111,0,0,1,0,0
8830,161,51,0,0,1,2,0
8831,54,9,0,0,1,1,0
8832,44,66,0,0,1,1,0
8833,49,113,0,0,1,0,0
8834,60,21,0,0,0,0,0
8835,46,17,0,0,1,0,0
8836,15,1,0,0,1,1,0
8837,10,62,0,0,2,0,0
8838,127,63,0,0,0,3,1
8839,159,103,0,0,1,1,0
8840,103,63,0,0,0,2,1
8841,82,36,0,0,1,2,0
8842,60,42,0,0,0,1,1
8843,1,60,0,0,3,0,0
8844,8,25,0,0,1,1,1
8845,34,28,0,0,1,0,1
8846,98,65,0,0,2,0,0
8847,17,66,0,0,0,1,0
8848,102,160,0,0,4,1,0
8849,36,21,0,0,1,0,0
8850,66,88,0,0,0,0,1
8851,62,159,0,0,4,0,0
8852,70,95,0,0,1,1,0
8853,17,88,0,0,0,1,0
8854,55,27,0,0,0,1,0
8855,70,108,0,0,1,1,0
8856,31,49,0,0,1,1,0
8857,102,160,0,0,1,1,0
8858,62,159,0,0,1,0,0
8859,40,73,0,0,4,1,0
8860,10,6,0,0,1,2,0
8861,125,190,0,0,8,1,0
8862,18,116,0,0,2,1,0
8863,24,93,0,0,1,0,0
8864,79,90,0,0,1,0,0
8865,28,6,0,0,2,3,1
8866,4,69,0,0,2,1,0
8867,106,68,0,0,0,1,1
8868,144,131,0,0,3,4,0
8869,37,19,0,0,0,1,0
8870,49,17,0,0,0,1,0
8871,18,88,0,0,1,0,0
8872,70,44,0,0,0,0,0
8873,31,55,0,0,3,0,0
8874,54,21,0,0,1,1,0
8875,93,100,0,0,3,2,0
8876,121,96,0,0,1,2,0
8877,116,24,0,0,0,3,0
8878,63,46,0,0,1,1,0
8879,123,26,0,0,1,4,0
8880,105,40,0,0,1,3,0
8881,43,21,0,0,1,3,0
8882,119,38,0,0,1,2,0
8883,76,94,0,0,3,1,0
8884,28,66,0,0,5,0,0
8885,2,138,0,0,8,1,0
8886,34,3,0,0,2,0,0
8887,81,141,0,0,2,0,0
8888,133,45,0,0,1,3,0
8889,60,7,0,0,0,2,0
8890,97,69,0,0,2,3,0
8891,15,50,0,0,2,2,0
8892,41,50,0,0,0,0,1
8893,35,108,0,0,4,1,0
8894,5,32,0,0,2,0,0
8895,114,19,0,0,1,4,0
8896,36,10,0,0,0,0,0
8897,9,48,0,0,2,0,0
8898,30,65,0,0,2,0,0
8899,162,81,0,0,1,3,0
8900,85,115,0,0,2,0,0
8901,104,113,0,0,2,0,0
8902,8,98,0,0,1,0,0
8903,13,136,0,0,6,0,0
8904,62,95,0,0,2,0,0
8905,14,12,0,0,0,0,0
8906,39,149,0,0,2,0,0
8907,10,21,0,0,3,0,0
8908,70,16,0,0,1,1,0
8909,73,77,0,0,2,1,0
8910,1,29,0,0,4,1,0
8911,117,33,0,0,0,0,0
8912,77,110,0,0,4,0,0
8913,27,102,0,0,6,1,0
8914,75,90,0,0,2,1,0
8915,92,79,0,0,1,0,0
8916,61,126,0,0,4,1,0
8917,100,25,0,0,1,1,0
8918,79,68,0,0,4,1,0
8919,57,106,0,0,1,0,0
8920,66,16,0,0,0,0,0
8921,3,1,0,0,3,1,0
8922,63,85,0,0,0,0,0
8923,76,70,0,0,2,1,0
8924,28,34,0,0,3,0,0
8925,21,60,0,0,3,2,0
8926,2,96,0,0,6,1,0
8927,19,93,0,0,3,1,0
8928,81,9,0,0,0,1,0
8929,133,15,0,0,0,2,0
8930,37,5,0,0,0,4,0
8931,19,30,0,0,2,2,0
8932,12,39,0,0,0,1,0
8933,97,136,0,0,4,1,0
8934,18,49,0,0,1,0,0
8935,50,53,0,0,0,1,0
8936,149,14,0,0,0,6,0
8937,88,17,0,0,0,2,1
8938,55,21,0,0,0,4,0
8939,65,141,0,0,1,0,0
8940,155,48,0,0,0,4,0
8941,113,104,0,0,1,2,0
8942,7,62,0,0,2,0,0
8943,95,10,0,0,0,3,0
8944,29,94,0,0,4,1,0
8945,32,121,0,0,3,0,0
8946,31,54,0,0,3,0,0
8947,8,81,0,0,1,1,0
8948,13,36,0,0,2,3,0
8949,56,99,0,0,1,0,1
8950,156,92,0,0,2,3,1
8951,162,126,0,0,2,0,0
8952,34,10,0,0,1,1,1
8953,144,108,0,0,1,2,1
8954,40,92,0,0,2,0,0
8955,68,131,0,0,3,0,0
8956,77,61,0,0,0,3,1
8957,177,135,0,0,1,1,0
8958,162,156,0,0,1,0,0
8959,68,108,0,0,2,1,0
8960,162,92,0,0,2,0,0
8961,3,38,0,0,2,1,1
8962,21,57,0,0,4,3,0
8963,1,13,0,0,3,0,1
8964,18,6,0,0,1,2,1
8965,175,135,0,0,0,1,0
8966,57,3,0,0,2,4,1
8967,91,68,0,0,2,0,0
8968,103,99,0,0,3,0,0
8969,21,38,0,0,3,0,0
8970,80,33,0,0,0,0,0
8971,108,104,0,0,1,3,0
8972,29,72,0,0,1,1,0
8973,175,135,0,0,3,0,0
8974,37,67,0,0,2,2,0
8975,39,76,0,0,0,2,0
8976,115,119,0,0,1,0,0
8977,73,59,0,0,2,1,0
8978,80,53,0,0,2,2,0
8979,26,66,0,0,1,0,0
8980,61,24,0,0,2,2,0
8981,13,18,0,0,0,1,1
8982,46,28,0,0,2,0,0
8983,127,111,0,0,0,2,0
8984,6,1,0,0,1,0,1
8985,57,38,0,0,0,2,1
8986,21,3,0,0,2,2,0
8987,61,24,0,0,2,0,0
8988,13,6,0,0,0,0,1
8989,18,1,0,0,2,2,1
8990,21,1,0,0,2,3,0
8991,6,3,0,0,1,1,1
8992,132,144,0,0,1,0,0
8993,1,3,0,0,4,1,1
8994,21,6,0,0,4,3,0
8995,104,68,0,0,0,0,0
8996,85,50,0,0,1,2,0
8997,111,59,0,0,1,0,0
8998,25,98,0,0,0,1,1
8999,58,50,0,0,1,1,1
9000,85,24,0,0,0,1,1
9001,10,70,0,0,4,1,0
9002,59,41,0,0,3,4,1
9003,39,6,0,0,2,1,1
9004,24,70,0,0,3,1,1
9005,10,85,0,0,2,0,0
9006,50,25,0,0,2,1,1
9007,41,39,0,0,3,3,1
9008,6,59,0,0,4,0,1
9009,98,58,0,0,2,2,1
9010,85,70,0,0,2,1,1
9011,25,58,0,0,2,0,1
9012,50,98,0,0,1,0,1
9013,10,24,0,0,0,0,0
9014,59,39,0,0,1,1,1
9015,6,41,0,0,1,0,1
9016,50,24,0,0,3,2,1
9017,10,41,0,0,3,1,0
9018,6,25,0,0,1,2,1
9019,39,98,0,0,1,1,1
9020,25,83,0,0,2,3,1
9021,6,39,0,0,2,1,0
9022,6,83,0,0,0,0,0
9023,55,87,0,0,1,1,1
9024,26,87,0,0,0,0,1
9025,91,13,0,0,1,0,1
9026,21,56,0,0,1,1,0
9027,50,105,0,0,5,0,0
9028,13,56,0,0,2,2,1
9029,21,91,0,0,0,0,0
9030,50,52,0,0,2,2,0
9031,56,91,0,0,2,0,1
9032,21,13,0,0,0,1,0
9033,101,68,0,0,0,0,1
9034,68,101,0,0,0,0,1
9035,141,131,0,0,1,0,0
9036,68,53,0,0,1,2,1
9037,109,52,0,0,2,1,0
9038,38,62,0,0,2,2,0
9039,141,131,0,0,2,1,0
9040,21,91,0,0,3,0,0
9041,62,53,0,0,0,1,1
9042,36,48,0,0,0,0,0
9043,78,89,0,0,3,1,1
9044,87,116,0,0,2,1,0
9045,71,123,0,0,2,1,1
9046,71,86,0,0,2,2,0
9047,50,89,0,0,2,3,0
9048,52,18,0,0,2,0,0
9049,46,12,0,0,3,1,0
9050,20,1,0,0,1,1,0
9051,18,7,0,0,4,1,0
9052,33,67,0,0,3,1,0
9053,82,78,0,0,1,0,0
9054,126,105,0,0,0,3,0
9055,9,44,0,0,3,0,0
9056,59,77,0,0,2,1,0
9057,65,2,0,0,1,2,0
9058,94,38,0,0,4,1,0
9059,14,13,0,0,1,2,0
9060,17,15,0,0,2,1,0
9061,63,120,0,0,0,0,0
9062,148,103,0,0,1,2,0
9063,23,27,0,0,0,1,0
9064,64,29,0,0,1,1,0
9065,75,30,0,0,0,1,0
9066,139,45,0,0,0,0,0
9067,92,61,0,0,1,0,0
9068,92,43,0,0,0,3,0
9069,138,116,0,0,1,1,0
9070,5,21,0,0,2,0,0
9071,34,66,0,0,0,1,1
9072,3,11,0,0,2,2,0
9073,36,42,0,0,0,2,0
9074,35,115,0,0,3,0,0
9075,75,73,0,0,3,1,0
9076,22,47,0,0,3,2,1
9077,9,26,0,0,2,0,0
9078,31,134,0,0,2,0,0
9079,40,70,0,0,0,0,1
9080,8,25,0,0,2,0,0
9081,102,125,0,0,1,0,0
9082,15,4,0,0,2,1,0
9083,31,80,0,0,1,0,0
9084,6,53,0,0,1,0,0
9085,62,54,0,0,3,2,0
9086,83,48,0,0,0,0,0
9087,15,75,0,0,4,0,0
9088,51,130,0,0,0,0,0
9089,75,102,0,0,0,0,0
9090,87,148,0,0,2,1,0
9091,134,43,0,0,0,0,0
9092,120,3,0,0,0,1,0
9093,57,136,0,0,7,0,0
9094,100,33,0,0,1,2,0
9095,78,52,0,0,1,0,0
9096,91,38,0,0,3,1,0
9097,82,64,0,0,2,1,0
9098,9,126,0,0,3,0,0
9099,103,36,0,0,1,1,0
9100,65,138,0,0,4,0,0
9101,94,20,0,0,1,3,0
9102,80,31,0,0,0,2,0
9103,60,111,0,0,2,0,0
9104,113,61,0,0,2,0,0
9105,34,101,0,0,1,0,0
9106,116,116,0,0,2,0,0
9107,77,21,0,0,1,3,0
9108,35,2,0,0,1,0,0
9109,22,71,0,0,3,2,0
9110,9,155,0,0,6,0,0
9111,31,4,0,0,2,0,0
9112,29,139,0,0,2,0,0
9113,86,13,0,0,1,1,0
9114,45,11,0,0,2,0,0
9115,48,36,0,0,2,3,0
9116,8,84,0,0,2,1,0
9117,15,46,0,0,3,0,0
9118,42,47,0,0,1,1,0
9119,53,59,0,0,3,2,0
9120,12,18,0,0,2,2,0
9121,6,5,0,0,2,0,0
9122,67,75,0,0,4,1,0
9123,83,7,0,0,0,1,0
9124,56,40,0,0,0,1,0
9125,81,30,0,0,2,5,0
9126,71,98,0,0,3,0,0
9127,1,73,0,0,5,0,0
9128,79,123,0,0,2,1,0
9129,26,125,0,0,4,1,0
9130,70,110,0,0,2,0,0
9131,90,108,0,0,3,1,0
9132,44,28,0,0,2,3,0
9133,66,130,0,0,3,0,0
9134,25,24,0,0,3,2,0
9135,51,104,0,0,3,1,0
9136,136,57,0,0,1,2,0
9137,116,71,0,0,0,0,0
9138,61,13,0,0,1,4,0
9139,52,161,0,0,8,0,0
9140,46,94,0,0,3,2,0
9141,21,53,0,0,2,0,0
9142,105,42,0,0,1,3,0
9143,4,120,0,0,4,1,0
9144,18,103,0,0,6,1,0
9145,126,47,0,0,0,2,0
9146,43,92,0,0,5,1,0
9147,11,38,0,0,4,2,0
9148,59,6,0,0,0,0,0
9149,65,15,0,0,0,1,0
9150,14,9,0,0,0,1,0
9151,17,39,0,0,5,4,0
9152,148,18,0,0,1,2,0
9153,64,45,0,0,1,1,0
9154,139,155,0,0,3,0,0
9155,92,78,0,0,0,1,0
9156,138,20,0,0,1,1,0
9157,5,77,0,0,5,0,0
9158,113,48,0,0,1,2,0
9159,3,134,0,0,4,0,0
9160,116,7,0,0,1,0,0
9161,36,86,0,0,1,2,0
9162,22,83,0,0,1,0,0
9163,29,9,0,0,0,0,0
9164,36,12,0,0,0,1,0
9165,88,126,0,0,0,0,0
9166,108,49,0,0,2,0,1
9167,130,49,0,0,3,2,0
9168,64,72,0,0,2,2,0
9169,72,64,0,0,0,0,0
9170,182,167,0,0,3,0,0
9171,57,41,0,0,1,2,1
9172,132,64,0,0,0,5,0
9173,182,167,0,0,3,0,0
9174,17,92,0,0,3,2,0
9175,47,8,0,0,0,2,0
9176,67,161,0,0,3,0,0
9177,96,89,0,0,1,2,0
9178,45,66,0,0,2,0,0
9179,22,31,0,0,1,1,0
9180,122,62,0,0,0,4,0
9181,26,76,0,0,1,1,0
9182,113,54,0,0,2,3,0
9183,19,7,0,0,3,0,0
9184,24,10,0,0,1,0,0
9185,103,21,0,0,0,1,0
9186,4,2,0,0,0,2,0
9187,14,20,0,0,1,0,0
9188,33,25,0,0,0,0,0
9189,11,79,0,0,1,0,0
9190,40,32,0,0,0,1,0
9191,105,83,0,0,0,0,0
9192,104,146,0,0,0,0,0
9193,44,134,0,0,2,1,0
9194,13,52,0,0,1,0,0
9195,63,16,0,0,2,2,0
9196,108,87,0,0,3,0,0
9197,5,57,0,0,5,2,0
9198,29,49,0,0,5,1,0
9199,101,82,0,0,2,3,0
9200,37,107,0,0,1,0,0
9201,76,56,0,0,0,1,0
9202,9,123,0,0,2,1,0
9203,30,155,0,0,5,1,0
9204,106,65,0,0,0,1,0
9205,74,71,0,0,0,1,0
9206,35,55,0,0,3,0,0
9207,45,81,0,0,1,0,0
9208,42,72,0,0,2,2,0
9209,93,50,0,0,1,3,0
9210,38,6,0,0,1,1,0
9211,23,36,0,0,2,2,0
9212,12,15,0,0,2,1,0
9213,110,89,0,0,2,2,0
9214,39,86,0,0,2,2,0
9215,57,53,0,0,1,1,0
9216,57,34,0,0,0,1,0
9217,3,70,0,0,2,0,0
9218,50,41,0,0,5,0,1
9219,126,80,0,0,1,0,0
9220,100,1,0,0,1,1,0
9221,186,99,0,0,0,2,0
9222,75,68,0,0,0,0,0
9223,88,78,0,0,2,2,0
9224,86,12,0,0,0,1,0
9225,125,115,0,0,0,3,0
9226,79,101,0,0,2,0,0
9227,53,57,0,0,0,0,0
9228,71,37,0,0,0,1,0
9229,1,57,0,0,3,0,0
9230,76,33,0,0,0,0,0
9231,11,17,0,0,2,1,0
9232,40,4,0,0,0,3,0
9233,6,103,0,0,4,0,0
9234,15,60,0,0,1,0,0
9235,20,104,0,0,1,0,0
9236,57,19,0,0,3,1,0
9237,66,24,0,0,0,0,0
9238,21,38,0,0,0,0,0
9239,13,107,0,0,2,1,0
9240,146,14,0,0,1,2,0
9241,26,18,0,0,2,0,0
9242,95,47,0,0,1,1,0
9243,155,81,0,0,0,2,0
9244,127,45,0,0,1,1,0
9245,2,96,0,0,0,0,0
9246,34,26,0,0,0,1,0
9247,70,100,0,0,4,1,0
9248,9,63,0,0,3,0,0
9249,161,8,0,0,0,6,0
9250,45,30,0,0,0,0,0
9251,52,74,0,0,0,3,0
9252,10,92,0,0,3,1,0
9253,56,5,0,0,2,1,0
9254,39,16,0,0,1,0,0
9255,25,3,0,0,1,0,0
9256,7,76,0,0,2,0,0
9257,82,114,0,0,2,0,0
9258,150,145,0,0,2,0,0
9259,80,107,0,0,0,0,0
9260,6,17,0,0,3,1,0
9261,55,78,0,0,5,0,0
9262,5,20,0,0,3,2,1
9263,143,199,0,0,4,0,0
9264,75,27,0,0,2,2,1
9265,33,49,0,0,4,2,1
9266,70,64,0,0,3,1,0
9267,46,100,0,0,6,2,0
9268,9,4,0,0,3,2,1
9269,44,81,0,0,2,2,0
9270,5,15,0,0,0,0,0
9271,29,13,0,0,2,2,0
9272,126,93,0,0,1,2,0
9273,2,12,0,0,1,3,0
9274,37,3,0,0,0,1,0
9275,9,19,0,0,2,0,0
9276,28,48,0,0,1,2,1
9277,62,7,0,0,1,1,0
9278,46,34,0,0,2,3,0
9279,8,45,0,0,5,1,0
9280,38,11,0,0,2,0,0
9281,53,55,0,0,1,1,0
9282,89,1,0,0,0,8,0
9283,17,54,0,0,1,0,0
9284,36,23,0,0,0,3,1
9285,21,49,0,0,2,0,0
9286,31,51,0,0,1,3,0
9287,35,23,0,0,0,0,1
9288,104,9,0,0,1,1,0
9289,54,17,0,0,1,0,0
9290,55,53,0,0,0,1,0
9291,103,73,0,0,1,0,0
9292,3,37,0,0,1,0,0
9293,32,27,0,0,1,2,0
9294,100,78,0,0,3,2,0
9295,18,66,0,0,2,1,0
9296,48,12,0,0,1,1,1
9297,16,60,0,0,1,0,0
9298,84,75,0,0,2,1,1
9299,152,86,0,0,0,1,0
9300,6,46,0,0,0,3,1
9301,23,81,0,0,3,1,0
9302,77,4,0,0,0,3,0
9303,28,23,0,0,3,0,0
9304,45,8,0,0,1,1,0
9305,107,89,0,0,0,3,0
9306,11,38,0,0,4,2,0
9307,82,191,0,0,2,2,0
9308,191,162,0,0,1,1,1
9309,80,162,0,0,1,0,0
9310,93,128,0,0,1,5,0
9311,68,74,0,0,0,0,0
9312,201,188,0,0,1,2,1
9313,128,109,0,0,0,0,1
9314,143,175,0,0,1,2,1
9315,188,93,0,0,1,4,1
9316,201,109,0,0,1,6,1
9317,106,172,0,0,3,2,0
9318,128,93,0,0,3,1,1
9319,74,137,0,0,4,0,1
9320,188,109,0,0,0,7,1
9321,143,172,0,0,0,0,1
9322,88,83,0,0,1,1,0
9323,201,128,0,0,0,6,1
9324,79,107,0,0,1,3,1
9325,32,137,0,0,2,0,1
9326,93,109,0,0,0,3,1
9327,53,107,0,0,2,2,1
9328,172,175,0,0,0,1,1
9329,106,143,0,0,2,0,0
9330,201,93,0,0,0,4,1
9331,128,188,0,0,3,1,1
9332,74,32,0,0,5,1,1
9333,53,79,0,0,2,2,1
9334,106,175,0,0,3,1,0
9335,147,198,0,0,9,1,1
9336,168,144,0,0,1,0,0
9337,170,189,0,0,3,0,1
9338,135,181,0,0,2,1,1
9339,74,32,0,0,2,0,1
9340,106,109,0,0,1,0,0
9341,147,144,0,0,2,0,1
9342,168,198,0,0,1,0,0
9343,170,181,0,0,2,0,1
9344,135,189,0,0,3,0,1
9345,106,128,0,0,0,1,0
9346,107,74,0,0,2,2,1
9347,76,57,0,0,1,1,0
9348,168,147,0,0,0,0,0
9349,144,198,0,0,1,2,1
9350,170,135,0,0,1,1,1
9351,181,189,0,0,3,1,1
9352,147,135,0,0,0,1,1
9353,7,71,0,0,2,0,1
9354,168,170,0,0,0,1,0
9355,57,76,0,0,4,1,0
9356,160,127,0,0,0,2,1
9357,154,74,0,0,0,3,1
9358,160,158,0,0,0,0,0
9359,111,69,0,0,1,1,0
9360,82,69,0,0,1,1,1
9361,158,160,0,0,0,1,0
9362,37,30,0,0,1,2,1
9363,32,101,0,0,2,0,0
9364,111,82,0,0,0,2,0
9365,37,101,0,0,1,2,1
9366,32,30,0,0,4,2,0
9367,69,82,0,0,2,1,1
9368,95,80,0,0,2,0,0
9369,32,53,0,0,2,0,0
9370,79,56,0,0,1,0,1
9371,36,77,0,0,3,0,0
9372,50,56,0,0,0,1,1
9373,28,80,0,0,1,0,0
9374,32,49,0,0,1,2,0
9375,36,53,0,0,1,0,0
9376,30,77,0,0,0,0,0
9377,28,50,0,0,2,0,0
9378,42,86,0,0,2,0,1
9379,36,61,0,0,2,2,0
9380,33,14,0,0,1,1,0
9381,85,29,0,0,1,0,0
9382,32,80,0,0,3,0,0
9383,23,63,0,0,3,1,1
9384,16,29,0,0,1,1,1
9385,35,42,0,0,0,1,1
9386,33,46,0,0,1,1,0
9387,56,78,0,0,0,2,1
9388,49,77,0,0,0,2,1
9389,28,58,0,0,4,1,1
9390,7,84,0,0,0,0,0
9391,86,14,0,0,0,0,1
9392,24,50,0,0,1,0,1
9393,53,30,0,0,0,2,1
9394,32,35,0,0,0,0,0
9395,80,42,0,0,1,2,1
9396,63,78,0,0,0,0,1
9397,23,56,0,0,2,0,1
9398,38,41,0,0,1,0,0
9399,46,29,0,0,0,1,1
9400,7,37,0,0,2,1,1
9401,33,16,0,0,1,1,0
9402,28,49,0,0,2,0,1
9403,58,77,0,0,1,2,1
9404,50,30,0,0,1,0,1
9405,24,53,0,0,2,0,1
9406,33,126,0,0,1,2,0
9407,32,42,0,0,3,1,0
9408,80,35,0,0,0,0,1
9409,63,56,0,0,3,2,1
9410,23,78,0,0,2,0,1
9411,29,20,0,0,2,0,1
9412,7,37,0,0,5,0,0
9413,52,100,0,0,1,1,0
9414,28,77,0,0,0,3,1
9415,58,49,0,0,1,0,1
9416,50,53,0,0,1,2,1
9417,24,30,0,0,2,1,1
9418,117,20,0,0,0,4,0
9419,109,86,0,0,0,0,0
9420,32,78,0,0,4,1,0
9421,77,30,0,0,2,3,1
9422,23,42,0,0,1,1,1
9423,24,28,0,0,1,1,1
9424,92,92,0,0,1,0,1
9425,32,30,0,0,2,1,0
9426,73,86,0,0,2,1,0
9427,24,42,0,0,0,1,1
9428,100,137,0,0,3,0,0
9429,30,24,0,0,0,1,1
9430,32,42,0,0,0,0,0
9431,7,15,0,0,3,2,0
9432,21,29,0,0,1,0,1
9433,73,41,0,0,0,1,0
9434,92,54,0,0,1,0,0
9435,86,137,0,0,2,0,0
9436,89,141,0,0,2,0,0
9437,33,100,0,0,1,1,0
9438,117,93,0,0,1,1,0
9439,6,31,0,0,0,1,1
9440,52,138,0,0,0,2,0
9441,109,55,0,0,4,3,0
9442,117,118,0,0,2,2,0
9443,18,46,0,0,2,0,0
9444,157,138,0,0,0,3,1
9445,122,125,0,0,1,0,0
9446,6,58,0,0,4,0,0
9447,52,48,0,0,1,3,0
9448,75,138,0,0,2,0,0
9449,117,90,0,0,0,3,0
9450,22,157,0,0,4,0,0
9451,18,118,0,0,6,0,0
9452,86,157,0,0,3,0,0
9453,121,75,0,0,1,1,0
9454,93,55,0,0,2,0,0
9455,95,31,0,0,1,2,0
9456,84,89,0,0,1,0,0
9457,61,143,0,0,5,0,0
9458,139,35,0,0,0,4,0
9459,122,125,0,0,2,1,0
9460,167,155,0,0,2,1,0
9461,137,82,0,0,0,0,1
9462,167,155,0,0,4,1,0
9463,81,87,0,0,0,0,1
9464,114,41,0,0,0,0,0
9465,65,18,0,0,2,2,1
9466,98,70,0,0,0,1,0
9467,46,137,0,0,0,0,1
9468,19,63,0,0,1,0,1
9469,96,51,0,0,0,2,1
9470,30,108,0,0,2,0,1
9471,82,100,0,0,1,2,0
9472,4,23,0,0,2,3,1
9473,70,85,0,0,0,2,0
9474,143,117,0,0,0,1,0
9475,98,108,0,0,2,0,0
9476,9,21,0,0,2,1,0
9477,46,63,0,0,2,2,1
9478,5,45,0,0,1,2,0
9479,118,139,0,0,0,3,0
9480,22,25,0,0,3,2,0
9481,55,75,0,0,2,1,1
9482,27,15,0,0,3,0,0
9483,44,14,0,0,0,2,0
9484,12,19,0,0,4,1,0
9485,137,19,0,0,0,2,1
9486,31,60,0,0,1,0,0
9487,75,52,0,0,0,0,0
9488,151,54,0,0,0,2,0
9489,88,40,0,0,0,1,0
9490,119,105,0,0,0,2,0
9491,6,48,0,0,1,0,1
9492,3,38,0,0,1,0,0
9493,102,77,0,0,1,0,0
9494,89,86,0,0,3,0,0
9495,157,84,0,0,1,4,0
9496,138,93,0,0,1,0,1
9497,26,6,0,0,0,1,1
9498,90,61,0,0,2,1,0
9499,34,1,0,0,0,1,0
9500,35,10,0,0,0,3,1
9501,61,37,0,0,1,3,0
9502,29,39,0,0,2,1,0
9503,70,30,0,0,0,2,1
9504,6,32,0,0,3,2,0
9505,23,47,0,0,0,1,0
9506,11,2,0,0,2,2,0
9507,69,27,0,0,1,1,0
9508,74,33,0,0,0,0,0
9509,34,55,0,0,2,2,0
9510,88,104,0,0,0,0,0
9511,22,5,0,0,4,1,0
9512,108,191,0,0,5,0,0
9513,34,26,0,0,1,2,0
9514,165,113,0,0,2,0,0
9515,7,33,0,0,2,1,1
9516,18,38,0,0,1,0,0
9517,143,188,0,0,2,1,0
9518,121,204,0,0,11,0,1
9519,159,155,0,0,0,1,1
9520,175,190,0,0,2,0,1
9521,145,199,0,0,1,0,1
9522,141,192,0,0,4,0,1
9523,189,157,0,0,2,2,1
9524,143,204,0,0,3,0,0
9525,188,121,0,0,0,4,1
9526,190,145,0,0,0,1,1
9527,199,175,0,0,2,1,1
9528,155,141,0,0,0,2,1
9529,143,121,0,0,1,1,0
9530,191,189,0,0,1,1,1
9531,190,199,0,0,0,0,1
9532,188,204,0,0,3,0,1
9533,155,192,0,0,2,2,1
9534,145,175,0,0,1,1,1
9535,141,159,0,0,0,1,1
9536,192,159,0,0,0,2,1
9537,145,157,0,0,3,0,1
9538,121,159,0,0,0,1,1
9539,143,141,0,0,1,6,0
9540,5,45,0,0,1,1,0
9541,114,11,0,0,1,1,0
9542,145,175,0,0,1,1,1
9543,141,159,0,0,2,0,1
9544,146,137,0,0,5,0,0
9545,146,137,0,0,2,2,0
9546,145,141,0,0,0,4,1
9547,67,120,0,0,4,1,0
9548,67,120,0,0,1,0,0
9549,58,145,0,0,5,1,1
9550,147,133,0,0,0,0,0
9551,147,58,0,0,1,3,0
9552,145,133,0,0,0,0,1
9553,28,99,0,0,0,1,0
9554,78,90,0,0,2,1,0
9555,6,71,0,0,1,0,1
9556,17,38,0,0,1,2,0
9557,147,51,0,0,0,0,0
9558,47,67,0,0,1,1,0
9559,56,34,0,0,2,1,1
9560,38,62,0,0,1,5,1
9561,6,70,0,0,2,1,0
9562,17,62,0,0,0,0,0
9563,103,56,0,0,0,0,0
9564,28,137,0,0,4,0,0
9565,34,59,0,0,1,0,1
9566,104,112,0,0,0,0,0
9567,103,151,0,0,2,0,0
9568,41,56,0,0,1,1,0
9569,53,138,0,0,1,0,1
9570,103,53,0,0,0,0,0
9571,151,138,0,0,0,2,1
9572,96,22,0,0,0,1,1
9573,79,23,0,0,1,4,0
9574,29,28,0,0,1,1,0
9575,25,22,0,0,0,2,1
9576,5,36,0,0,0,1,0
9577,56,14,0,0,3,3,0
9578,27,39,0,0,1,1,1
9579,76,118,0,0,2,0,0
9580,31,64,0,0,0,1,0
9581,40,33,0,0,2,2,0
9582,42,20,0,0,1,0,0
9583,16,49,0,0,0,0,0
9584,2,34,0,0,2,0,1
9585,29,63,0,0,2,0,0
9586,25,96,0,0,2,0,1
9587,14,48,0,0,1,1,1
9588,5,71,0,0,2,0,0
9589,11,33,0,0,1,1,0
9590,8,4,0,0,1,0,0
9591,101,118,0,0,1,3,1
9592,19,152,0,0,7,0,0
9593,3,15,0,0,1,0,0
9594,7,123,0,0,4,1,0
9595,25,27,0,0,0,0,1
9596,47,22,0,0,1,1,0
9597,5,37,0,0,0,0,0
9598,35,32,0,0,1,1,0
9599,74,47,0,0,2,1,1
9600,23,23,0,0,2,2,0
9601,91,39,0,0,2,1,1
9602,36,66,0,0,0,1,1
9603,14,77,0,0,1,1,1
9604,45,26,0,0,4,0,0
9605,5,70,0,0,1,0,0
9606,46,48,0,0,1,4,1
9607,9,57,0,0,2,0,1
9608,64,32,0,0,1,1,1
9609,2,26,0,0,1,0,0
9610,10,76,0,0,3,1,0
9611,19,18,0,0,2,2,0
9612,86,22,0,0,1,2,1
9613,29,27,0,0,1,2,0
9614,21,65,0,0,3,0,0
9615,77,118,0,0,1,1,0
9616,8,11,0,0,2,0,0
9617,101,33,0,0,0,1,1
9618,23,63,0,0,5,2,0
9619,34,14,0,0,0,1,1
9620,92,127,0,0,0,0,0
9621,71,47,0,0,3,1,0
9622,35,13,0,0,1,1,0
9623,3,4,0,0,2,1,0
9624,40,29,0,0,0,0,0
9625,57,14,0,0,2,3,1
9626,19,27,0,0,3,0,0
9627,13,45,0,0,0,0,1
9628,86,65,0,0,1,1,1
9629,123,61,0,0,0,1,0
9630,16,64,0,0,1,1,0
9631,21,22,0,0,0,0,0
9632,23,29,0,0,0,1,1
9633,2,47,0,0,3,0,0
9634,10,46,0,0,6,0,0
9635,152,7,0,0,0,3,1
9636,192,116,0,0,0,0,0
9637,127,92,0,0,0,0,0
9638,5,17,0,0,2,0,0
9639,35,68,0,0,4,1,0
9640,87,97,0,0,1,0,0
9641,1,118,0,0,4,0,1
9642,27,36,0,0,2,0,1
9643,48,29,0,0,3,1,1
9644,18,125,0,0,1,0,1
9645,3,42,0,0,1,1,0
9646,71,32,0,0,0,3,1
