,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_score,away_team_score,neutral_location
10504,99,43,0,0,0,0,0
10505,134,32,0,0,1,3,0
10506,87,114,0,0,0,1,0
10507,149,169,0,0,6,0,0
10508,139,84,0,0,0,1,1
10509,115,164,0,0,1,1,1
10510,136,193,0,0,7,0,1
10511,146,91,0,0,0,0,0
10512,92,37,0,0,0,0,0
10513,47,139,0,0,2,0,1
10514,87,135,0,0,3,0,0
10515,115,199,0,0,15,1,1
10516,143,68,0,0,2,1,0
10517,192,136,0,0,1,7,0
10518,149,94,0,0,1,3,0
10519,16,56,0,0,2,1,0
10520,87,47,0,0,0,1,0
10521,114,84,0,0,0,3,1
10522,31,44,0,0,3,1,0
10523,193,199,0,0,5,2,1
10524,143,74,0,0,0,1,0
10525,84,47,0,0,1,2,1
10526,136,115,0,0,1,0,1
10527,94,62,0,0,0,2,1
10528,16,26,0,0,2,1,0
10529,142,68,0,0,3,0,0
10530,85,163,0,0,1,0,0
10531,30,64,0,0,0,3,1
10532,70,92,0,0,2,2,0
10533,3,26,0,0,0,2,1
10534,44,53,0,0,2,3,1
10535,131,62,0,0,1,2,0
10536,94,100,0,0,2,2,1
10537,5,16,0,0,4,1,1
10538,149,68,0,0,0,2,0
10539,74,136,0,0,2,2,1
10540,37,31,0,0,5,0,1
10541,51,84,0,0,3,0,0
10542,92,30,0,0,0,1,1
10543,131,48,0,0,0,3,0
10544,122,85,0,0,1,1,0
10545,70,64,0,0,2,0,0
10546,142,100,0,0,5,3,0
10547,3,53,0,0,3,0,1
10548,26,44,0,0,2,1,1
10549,74,62,0,0,1,1,1
10550,94,136,0,0,1,0,1
10551,5,31,0,0,4,2,1
10552,47,68,0,0,8,1,0
10553,84,58,0,0,0,2,1
10554,122,85,0,0,2,0,0
10555,16,37,0,0,1,3,1
10556,64,92,0,0,2,2,1
10557,70,30,0,0,0,0,0
10558,3,44,0,0,1,0,1
10559,26,53,0,0,0,0,1
10560,62,136,0,0,1,1,1
10561,5,37,0,0,1,0,1
10562,31,16,0,0,1,0,1
10563,51,58,0,0,2,1,0
10564,108,123,0,0,1,2,0
10565,53,3,0,0,1,6,1
10566,122,84,0,0,1,1,0
10567,70,30,0,0,1,4,0
10568,5,64,0,0,4,0,1
10569,48,74,0,0,1,1,1
10570,26,37,0,0,6,0,1
10571,142,94,0,0,2,0,0
10572,40,85,0,0,1,1,1
10573,143,100,0,0,2,1,0
10574,149,76,0,0,1,5,0
10575,30,3,0,0,2,2,1
10576,47,58,0,0,2,1,1
10577,51,62,0,0,1,1,1
10578,26,5,0,0,0,3,1
10579,122,74,0,0,2,0,0
10580,142,85,0,0,1,1,0
10581,84,48,0,0,3,1,1
10582,171,183,0,0,2,1,0
10583,94,40,0,0,1,3,1
10584,143,62,0,0,1,2,0
10585,149,58,0,0,0,5,0
10586,26,30,0,0,3,1,1
10587,100,51,0,0,2,1,1
10588,3,5,0,0,3,0,1
10589,76,47,0,0,2,2,1
10590,74,84,0,0,0,0,1
10591,85,94,0,0,1,2,1
10592,122,48,0,0,0,4,0
10593,142,40,0,0,1,4,0
10594,175,175,0,0,5,3,0
10595,127,58,0,0,0,1,0
10596,154,46,0,0,0,2,0
10597,61,88,0,0,4,0,1
10598,54,73,0,0,3,0,1
10599,178,177,0,0,0,2,0
10600,80,117,0,0,2,0,1
10601,36,49,0,0,1,1,1
10602,46,58,0,0,0,0,1
10603,61,54,0,0,2,1,1
10604,101,61,0,0,0,0,0
10605,80,58,0,0,0,0,1
10606,36,61,0,0,2,3,1
10607,55,143,0,0,2,0,1
10608,101,126,0,0,1,0,0
10609,58,36,0,0,0,0,1
10610,101,55,0,0,0,0,0
10611,80,61,0,0,1,0,1
10612,143,126,0,0,2,3,1
10613,167,72,0,0,0,0,0
10614,162,170,0,0,6,0,0
10615,172,113,0,0,0,2,1
10616,152,170,0,0,4,3,1
10617,151,143,0,0,1,0,1
10618,162,172,0,0,1,0,0
10619,86,96,0,0,0,0,0
10620,132,96,0,0,4,2,1
10621,85,108,0,0,2,2,1
10622,37,44,0,0,1,1,1
10623,113,152,0,0,4,1,1
10624,66,115,0,0,3,0,0
10625,73,1,0,0,0,2,1
10626,81,10,0,0,1,1,0
10627,84,9,0,0,1,1,0
10628,176,173,0,0,1,1,1
10629,69,33,0,0,2,1,0
10630,69,18,0,0,3,2,0
10631,25,6,0,0,3,5,0
10632,29,74,0,0,0,1,0
10633,75,59,0,0,3,1,0
10634,52,54,0,0,1,1,0
10635,30,37,0,0,0,4,0
10636,55,68,0,0,1,0,0
10637,138,57,0,0,2,0,0
10638,12,5,0,0,1,2,0
10639,125,161,0,0,2,1,0
10640,38,115,0,0,2,1,0
10641,14,8,0,0,2,3,0
10642,65,3,0,0,3,1,0
10643,117,53,0,0,1,1,0
10644,28,40,0,0,0,0,1
10645,41,16,0,0,2,0,0
10646,110,106,0,0,1,2,0
10647,143,165,0,0,3,1,1
10648,78,172,0,0,2,1,0
10649,174,103,0,0,0,0,0
10650,67,26,0,0,0,0,0
10651,48,77,0,0,3,2,1
10652,11,31,0,0,0,1,1
10653,199,94,0,0,1,1,0
10654,27,133,0,0,3,1,0
10655,35,2,0,0,2,1,0
10656,71,80,0,0,2,1,0
10657,31,56,0,0,1,1,0
10658,13,22,0,0,2,0,0
10659,24,20,0,0,2,2,0
10660,195,82,0,0,0,1,0
10661,23,61,0,0,1,0,0
10662,39,4,0,0,0,1,0
10663,117,87,0,0,1,0,0
10664,19,17,0,0,1,0,0
10665,45,7,0,0,2,1,0
10666,145,107,0,0,2,3,0
10667,60,62,0,0,3,1,0
10668,36,42,0,0,1,1,0
10669,15,58,0,0,2,1,0
10670,151,112,0,0,2,3,0
10671,134,176,0,0,4,2,1
10672,176,153,0,0,0,3,1
10673,101,176,0,0,2,1,1
10674,152,165,0,0,1,0,1
10675,173,112,0,0,1,5,1
10676,191,167,0,0,0,4,0
10677,161,199,0,0,12,1,1
10678,180,168,0,0,0,1,1
10679,151,153,0,0,3,0,0
10680,101,152,0,0,1,3,1
10681,170,198,0,0,4,0,1
10682,191,199,0,0,7,0,0
10683,161,192,0,0,4,0,1
10684,199,167,0,0,0,15,1
10685,151,112,0,0,1,0,0
10686,168,198,0,0,3,0,1
10687,191,192,0,0,2,1,0
10688,180,170,0,0,0,4,1
10689,102,98,0,0,1,0,0
10690,192,199,0,0,4,0,1
10691,167,161,0,0,0,2,1
10692,198,180,0,0,0,1,1
10693,168,170,0,0,1,1,1
10694,191,161,0,0,0,3,0
10695,192,167,0,0,1,4,1
10696,170,167,0,0,3,0,1
10697,161,168,0,0,2,3,1
10698,84,41,0,0,0,0,0
10699,92,99,0,0,1,3,0
10700,168,170,0,0,1,0,1
10701,161,167,0,0,0,2,1
10702,45,47,0,0,2,1,1
10703,69,13,0,0,1,3,0
10704,75,87,0,0,1,1,0
10705,6,125,0,0,2,0,0
10706,82,81,0,0,3,1,0
10707,55,138,0,0,5,1,0
10708,12,33,0,0,3,0,0
10709,92,114,0,0,2,3,0
10710,107,28,0,0,0,0,0
10711,103,15,0,0,1,1,0
10712,65,25,0,0,1,0,0
10713,117,8,0,0,1,1,0
10714,3,4,0,0,0,0,0
10715,115,145,0,0,1,1,0
10716,132,59,0,0,2,1,0
10717,110,27,0,0,1,0,0
10718,174,94,0,0,0,3,0
10719,115,22,0,0,2,2,0
10720,106,35,0,0,0,1,0
10721,34,43,0,0,0,2,1
10722,7,29,0,0,2,0,0
10723,26,143,0,0,2,0,0
10724,54,31,0,0,2,2,0
10725,10,20,0,0,2,2,0
10726,24,67,0,0,3,0,0
10727,121,120,0,0,4,0,0
10728,195,9,0,0,0,3,0
10729,23,78,0,0,3,1,0
10730,46,77,0,0,5,1,0
10731,18,38,0,0,0,0,0
10732,39,37,0,0,2,2,0
10733,19,30,0,0,0,0,0
10734,102,86,0,0,0,1,0
10735,98,146,0,0,3,1,0
10736,56,31,0,0,3,2,0
10737,74,5,0,0,0,2,0
10738,113,40,0,0,0,0,0
10739,139,100,0,0,1,1,0
10740,52,57,0,0,0,0,1
10741,105,16,0,0,1,0,0
10742,128,73,0,0,2,1,0
10743,42,72,0,0,4,0,0
10744,144,147,0,0,1,1,0
10745,11,71,0,0,1,0,0
10746,61,62,0,0,1,3,0
10747,117,36,0,0,3,2,0
10748,147,121,0,0,0,0,0
10749,17,1,0,0,2,4,0
10750,101,111,0,0,3,1,0
10751,49,2,0,0,0,1,0
10752,84,47,0,0,0,2,0
10753,51,43,0,0,5,0,0
10754,45,41,0,0,3,4,1
10755,66,7,0,0,0,1,0
10756,161,6,0,0,0,6,0
10757,107,103,0,0,1,1,0
10758,25,106,0,0,0,1,0
10759,29,174,0,0,3,0,0
10760,53,52,0,0,1,1,0
10761,31,31,0,0,1,0,0
10762,82,195,0,0,3,0,0
10763,9,37,0,0,1,0,0
10764,30,133,0,0,4,0,0
10765,12,24,0,0,3,0,0
10766,38,20,0,0,0,0,0
10767,4,23,0,0,0,1,0
10768,5,13,0,0,3,1,0
10769,57,55,0,0,2,1,0
10770,117,27,0,0,2,1,0
10771,115,69,0,0,2,2,0
10772,78,190,0,0,2,1,0
10773,67,125,0,0,1,1,0
10774,115,81,0,0,0,1,0
10775,11,1,0,0,1,3,1
10776,199,19,0,0,1,2,0
10777,35,14,0,0,2,2,0
10778,54,68,0,0,2,0,0
10779,10,18,0,0,1,1,0
10780,134,96,0,0,1,1,0
10781,39,74,0,0,2,5,0
10782,94,69,0,0,1,0,0
10783,61,21,0,0,0,0,0
10784,8,110,0,0,2,0,0
10785,22,65,0,0,3,0,0
10786,15,3,0,0,1,2,0
10787,56,71,0,0,1,1,0
10788,83,76,0,0,1,1,0
10789,102,144,0,0,1,1,0
10790,74,61,0,0,0,3,1
10791,73,95,0,0,1,0,0
10792,79,165,0,0,1,0,0
10793,117,102,0,0,1,1,0
10794,98,138,0,0,3,1,0
10795,175,151,0,0,1,1,0
10796,144,145,0,0,4,1,0
10797,79,185,0,0,2,0,0
10798,157,138,0,0,0,4,1
10799,123,191,0,0,3,0,0
10800,117,188,0,0,6,1,0
10801,130,102,0,0,0,1,0
10802,141,165,0,0,3,0,0
10803,178,174,0,0,0,1,0
10804,172,82,0,0,0,2,0
10805,63,49,0,0,0,2,0
10806,2,47,0,0,2,0,0
10807,87,22,0,0,0,0,0
10808,115,8,0,0,0,2,0
10809,70,176,0,0,0,1,0
10810,60,44,0,0,0,0,0
10811,10,33,0,0,1,0,0
10812,68,53,0,0,3,1,0
10813,28,7,0,0,1,3,0
10814,57,58,0,0,0,1,0
10815,43,95,0,0,1,0,0
10816,137,56,0,0,2,2,0
10817,9,127,0,0,3,0,0
10818,193,6,0,0,0,6,0
10819,15,39,0,0,3,2,0
10820,55,124,0,0,2,0,0
10821,80,94,0,0,2,4,0
10822,32,4,0,0,0,0,0
10823,1,104,0,0,2,0,0
10824,142,20,0,0,0,3,0
10825,140,110,0,0,2,1,0
10826,81,21,0,0,1,1,0
10827,52,31,0,0,0,0,0
10828,16,120,0,0,3,1,0
10829,12,5,0,0,1,0,0
10830,14,17,0,0,3,1,0
10831,46,196,0,0,7,0,0
10832,75,78,0,0,0,0,0
10833,42,85,0,0,3,1,0
10834,19,90,0,0,5,0,0
10835,62,159,0,0,9,0,0
10836,24,3,0,0,0,0,0
10837,59,66,0,0,1,0,0
10838,164,184,0,0,6,2,0
10839,13,23,0,0,2,2,0
10840,40,30,0,0,3,1,1
10841,188,117,0,0,1,7,0
10842,98,92,0,0,2,0,0
10843,10,46,0,0,3,0,0
10844,91,65,0,0,3,2,0
10845,58,2,0,0,0,2,0
10846,78,35,0,0,1,1,0
10847,85,27,0,0,3,2,0
10848,115,22,0,0,1,6,0
10849,60,87,0,0,3,0,0
10850,90,24,0,0,0,0,0
10851,39,29,0,0,0,2,0
10852,3,57,0,0,5,0,0
10853,47,52,0,0,2,0,0
10854,56,83,0,0,1,1,0
10855,28,94,0,0,3,1,0
10856,137,64,0,0,0,0,0
10857,127,186,0,0,0,1,0
10858,119,156,0,0,0,2,0
10859,44,7,0,0,0,0,0
10860,6,84,0,0,2,0,0
10861,104,14,0,0,2,0,0
10862,4,11,0,0,0,3,0
10863,32,68,0,0,1,1,0
10864,33,70,0,0,2,1,0
10865,1,73,0,0,2,0,0
10866,34,43,0,0,4,1,0
10867,120,8,0,0,1,2,0
10868,142,80,0,0,3,0,0
10869,176,12,0,0,0,2,0
10870,67,169,0,0,3,0,0
10871,124,81,0,0,2,3,0
10872,13,88,0,0,2,3,1
10873,38,108,0,0,2,0,0
10874,5,75,0,0,2,0,0
10875,31,19,0,0,1,0,0
10876,16,55,0,0,0,1,0
10877,26,9,0,0,2,1,0
10878,196,53,0,0,1,2,0
10879,172,191,0,0,1,0,0
10880,20,36,0,0,1,1,0
10881,42,18,0,0,0,1,0
10882,21,15,0,0,0,1,0
10883,17,193,0,0,5,0,0
10884,102,37,0,0,0,1,0
10885,149,99,0,0,2,0,0
10886,98,159,0,0,4,1,0
10887,89,148,0,0,7,0,0
10888,200,134,0,0,2,3,1
10889,176,131,0,0,1,4,0
10890,166,91,0,0,0,1,0
10891,179,65,0,0,0,7,0
10892,83,60,0,0,0,0,0
10893,190,126,0,0,1,2,1
10894,147,91,0,0,0,4,1
10895,135,200,0,0,8,1,0
10896,69,181,0,0,0,0,1
10897,111,133,0,0,2,0,0
10898,129,178,0,0,5,1,0
10899,166,96,0,0,0,0,0
10900,174,136,0,0,2,0,0
10901,186,81,0,0,0,2,0
10902,84,169,0,0,5,0,0
10903,152,172,0,0,5,0,0
10904,158,179,0,0,4,1,0
10905,97,139,0,0,5,0,0
10906,145,138,0,0,2,2,0
10907,52,101,0,0,1,0,0
10908,125,126,0,0,1,4,0
10909,52,130,0,0,2,0,0
10910,140,152,0,0,2,0,0
10911,136,114,0,0,1,1,0
10912,135,158,0,0,0,0,0
10913,88,11,0,0,0,1,0
10914,200,193,0,0,1,0,0
10915,4,42,0,0,2,2,0
10916,84,71,0,0,1,2,0
10917,70,94,0,0,2,4,0
10918,173,130,0,0,0,2,0
10919,73,32,0,0,2,1,1
10920,1,107,0,0,3,0,0
10921,52,19,0,0,1,0,1
10922,84,97,0,0,1,0,1
10923,34,12,0,0,1,0,0
10924,25,56,0,0,1,0,0
10925,185,158,0,0,0,4,0
10926,9,50,0,0,3,1,0
10927,127,120,0,0,3,3,0
10928,44,116,0,0,2,1,0
10929,5,57,0,0,4,0,0
10930,14,137,0,0,5,0,0
10931,100,55,0,0,0,1,1
10932,190,155,0,0,0,0,0
10933,37,16,0,0,2,1,0
10934,86,119,0,0,4,1,0
10935,90,22,0,0,2,0,0
10936,75,10,0,0,2,0,0
10937,61,48,0,0,3,0,0
10938,7,150,0,0,1,0,0
10939,36,29,0,0,2,1,0
10940,21,28,0,0,1,2,0
10941,26,59,0,0,5,1,0
10942,20,54,0,0,2,0,0
10943,8,82,0,0,1,0,0
10944,13,3,0,0,1,2,0
10945,34,40,0,0,3,2,1
10946,83,18,0,0,0,1,0
10947,6,24,0,0,3,0,0
10948,43,101,0,0,2,0,0
10949,131,128,0,0,1,2,0
10950,58,32,0,0,2,2,0
10951,47,67,0,0,2,0,0
10952,103,141,0,0,3,0,0
10953,61,2,0,0,1,1,0
10954,156,145,0,0,3,0,0
10955,151,132,0,0,0,3,0
10956,126,125,0,0,7,0,0
10957,152,140,0,0,1,1,0
10958,114,136,0,0,1,0,0
10959,158,135,0,0,3,0,0
10960,17,45,0,0,2,2,0
10961,89,40,0,0,3,2,1
10962,73,31,0,0,0,3,1
10963,25,1,0,0,2,1,0
10964,83,51,0,0,2,0,0
10965,41,19,0,0,0,1,0
10966,56,107,0,0,5,3,0
10967,173,16,0,0,0,1,0
10968,82,122,0,0,0,1,0
10969,88,43,0,0,0,0,0
10970,116,54,0,0,0,1,0
10971,94,7,0,0,2,1,0
10972,2,17,0,0,2,1,0
10973,45,26,0,0,0,3,0
10974,57,9,0,0,0,2,0
10975,29,79,0,0,3,0,0
10976,59,61,0,0,5,1,0
10977,11,10,0,0,2,3,0
10978,72,157,0,0,1,1,0
10979,71,90,0,0,0,2,0
10980,5,58,0,0,0,0,0
10981,47,84,0,0,4,2,0
10982,48,14,0,0,1,2,0
10983,37,75,0,0,1,0,0
10984,3,194,0,0,3,1,0
10985,103,100,0,0,2,0,0
10986,137,21,0,0,1,4,0
10987,42,34,0,0,3,0,1
10988,120,127,0,0,4,0,0
10989,128,131,0,0,4,1,0
10990,81,97,0,0,2,2,0
10991,65,66,0,0,1,1,0
10992,8,44,0,0,0,0,0
10993,84,32,0,0,1,6,0
10994,12,70,0,0,6,1,0
10995,196,50,0,0,0,5,0
10996,27,20,0,0,2,2,0
10997,76,34,0,0,0,2,0
10998,6,36,0,0,1,0,0
10999,24,86,0,0,2,1,0
11000,106,60,0,0,1,0,0
11001,28,48,0,0,1,0,0
11002,22,4,0,0,2,2,0
11003,97,67,0,0,0,5,1
11004,63,130,0,0,0,0,0
11005,81,97,0,0,1,1,0
11006,30,110,0,0,1,0,0
11007,105,126,0,0,1,0,0
11008,156,159,0,0,2,0,0
11009,181,155,0,0,2,0,0
11010,112,111,0,0,0,0,1
11011,105,126,0,0,1,0,0
11012,181,112,0,0,1,1,0
11013,103,100,0,0,2,1,0
11014,119,126,0,0,2,1,1
11015,94,175,0,0,7,0,1
11016,194,116,0,0,0,3,1
11017,175,126,0,0,2,3,1
11018,76,122,0,0,0,3,0
11019,119,94,0,0,0,2,1
11020,100,116,0,0,0,1,1
11021,103,194,0,0,1,0,0
11022,175,119,0,0,0,9,1
11023,138,159,0,0,1,2,0
11024,126,94,0,0,3,2,1
11025,100,194,0,0,2,0,1
11026,108,105,0,0,0,0,1
11027,103,116,0,0,0,0,0
11028,138,159,0,0,4,2,0
11029,76,135,0,0,4,2,0
11030,109,132,0,0,2,1,1
11031,89,92,0,0,1,2,0
11032,76,110,0,0,1,1,1
11033,109,92,0,0,1,2,1
11034,76,99,0,0,0,1,1
11035,109,76,0,0,0,2,1
11036,92,99,0,0,2,2,1
11037,121,64,0,0,3,2,0
11038,117,156,0,0,2,1,0
11039,115,64,0,0,2,2,1
11040,121,115,0,0,1,0,0
11041,119,134,0,0,3,2,0
11042,39,114,0,0,3,0,0
11043,47,65,0,0,1,2,0
11044,47,65,0,0,1,0,0
11045,20,92,0,0,2,0,1
11046,39,46,0,0,1,0,1
11047,87,41,0,0,0,0,0
11048,100,81,0,0,0,0,0
11049,33,92,0,0,6,0,1
11050,119,37,0,0,0,2,0
11051,39,65,0,0,2,0,0
11052,38,114,0,0,3,1,0
11053,73,39,0,0,3,3,1
11054,128,151,0,0,3,2,0
11055,70,24,0,0,0,1,0
11056,77,75,0,0,2,0,0
11057,107,87,0,0,0,0,0
11058,100,115,0,0,1,0,0
11059,94,40,0,0,1,2,1
11060,147,196,0,0,0,2,0
11061,39,72,0,0,2,1,0
11062,78,101,0,0,2,1,0
11063,147,196,0,0,0,1,0
11064,20,22,0,0,2,0,0
11065,82,133,0,0,0,0,0
11066,43,33,0,0,2,1,0
11067,129,176,0,0,1,2,0
11068,47,94,0,0,1,0,1
11069,119,39,0,0,1,5,1
11070,19,38,0,0,0,1,1
11071,201,135,0,0,0,1,0
11072,35,25,0,0,4,2,1
11073,94,67,0,0,0,3,1
11074,100,104,0,0,1,2,0
11075,78,72,0,0,1,1,1
11076,46,40,0,0,2,2,1
11077,43,119,0,0,1,0,0
11078,33,39,0,0,3,2,1
11079,67,112,0,0,1,1,1
11080,115,126,0,0,0,2,1
11081,38,94,0,0,4,1,1
11082,19,47,0,0,0,0,1
11083,100,143,0,0,2,1,0
11084,25,67,0,0,5,1,1
11085,35,94,0,0,3,0,1
11086,73,135,0,0,0,0,0
11087,34,45,0,0,0,0,0
11088,196,78,0,0,2,2,0
11089,82,104,0,0,2,1,0
11090,92,126,0,0,2,0,0
11091,40,72,0,0,1,3,1
11092,46,78,0,0,3,1,1
11093,43,39,0,0,2,0,0
11094,33,119,0,0,1,1,1
11095,112,133,0,0,4,1,0
11096,73,135,0,0,0,0,0
11097,38,47,0,0,3,0,1
11098,19,94,0,0,2,0,1
11099,78,129,0,0,2,1,0
11100,25,94,0,0,3,0,1
11101,35,67,0,0,1,1,1
11102,41,69,0,0,0,0,0
11103,34,51,0,0,3,0,0
11104,41,45,0,0,0,1,0
11105,92,115,0,0,1,1,0
11106,57,149,0,0,2,1,0
11107,112,126,0,0,2,1,0
11108,40,78,0,0,1,1,1
11109,46,72,0,0,0,0,1
11110,99,67,0,0,0,1,0
11111,62,87,0,0,2,0,1
11112,136,85,0,0,0,1,0
11113,116,108,0,0,0,0,1
11114,147,191,0,0,1,1,0
11115,43,19,0,0,2,1,0
11116,38,33,0,0,5,0,1
11117,59,73,0,0,1,0,0
11118,85,62,0,0,2,1,1
11119,35,72,0,0,2,1,1
11120,136,87,0,0,1,0,0
11121,46,25,0,0,2,3,1
11122,85,87,0,0,0,2,1
11123,201,156,0,0,0,3,0
11124,48,88,0,0,3,0,0
11125,90,5,0,0,0,3,0
11126,201,151,0,0,3,1,1
11127,106,63,0,0,2,1,0
11128,121,109,0,0,0,0,0
11129,10,9,0,0,0,3,0
11130,65,30,0,0,1,1,0
11131,6,23,0,0,0,2,1
11132,188,142,0,0,1,1,0
11133,135,198,0,0,12,0,0
11134,12,44,0,0,2,1,0
11135,76,85,0,0,1,3,0
11136,11,37,0,0,2,1,1
11137,54,21,0,0,2,0,0
11138,50,54,0,0,1,1,1
11139,41,104,0,0,0,0,0
11140,67,82,0,0,1,1,1
11141,36,2,0,0,0,1,0
11142,26,13,0,0,1,0,0
11143,3,8,0,0,3,1,1
11144,98,69,0,0,1,1,0
11145,34,107,0,0,4,1,0
11146,112,127,0,0,0,1,0
11147,108,53,0,0,0,1,1
11148,41,128,0,0,4,0,0
11149,133,66,0,0,0,1,0
11150,60,27,0,0,1,1,0
11151,136,62,0,0,0,1,0
11152,32,18,0,0,0,1,0
11153,92,100,0,0,0,1,0
11154,57,126,0,0,2,0,0
11155,81,31,0,0,1,2,0
11156,4,7,0,0,1,0,0
11157,16,22,0,0,0,0,0
11158,179,181,0,0,2,1,0
11159,99,115,0,0,2,0,0
11160,28,17,0,0,2,2,0
11161,20,15,0,0,2,2,0
11162,59,73,0,0,1,1,0
11163,58,29,0,0,3,0,0
11164,43,25,0,0,0,1,0
11165,38,35,0,0,1,4,1
11166,43,38,0,0,4,2,0
11167,154,75,0,0,0,1,1
11168,148,101,0,0,1,4,0
11169,101,75,0,0,1,0,1
11170,25,35,0,0,0,1,1
11171,148,154,0,0,2,2,0
11172,75,41,0,0,2,3,0
11173,35,120,0,0,1,1,1
11174,75,35,0,0,0,1,0
11175,41,120,0,0,1,1,1
11176,75,120,0,0,3,1,0
11177,35,41,0,0,1,1,1
11178,132,88,0,0,0,0,0
11179,166,100,0,0,1,2,0
11180,20,125,0,0,2,0,0
11181,166,100,0,0,0,2,0
11182,96,83,0,0,1,2,0
11183,166,150,0,0,1,2,0
11184,70,96,0,0,2,1,0
11185,193,202,0,0,0,0,0
11186,193,202,0,0,1,1,0
11187,80,90,0,0,3,3,0
11188,89,193,0,0,3,0,0
11189,99,106,0,0,2,1,0
11190,86,95,0,0,1,1,0
11191,93,128,0,0,1,0,0
11192,82,41,0,0,1,0,0
11193,121,68,0,0,0,0,0
11194,131,38,0,0,0,0,0
11195,70,106,0,0,4,1,0
11196,57,128,0,0,1,0,0
11197,104,77,0,0,0,0,1
11198,188,166,0,0,2,1,0
11199,74,48,0,0,0,2,1
11200,78,77,0,0,1,1,1
11201,179,73,0,0,0,3,0
11202,199,128,0,0,0,4,1
11203,140,202,0,0,1,0,0
11204,83,105,0,0,1,0,1
11205,88,9,0,0,3,4,0
11206,178,193,0,0,1,1,0
11207,82,36,0,0,1,0,0
11208,137,181,0,0,1,0,0
11209,61,18,0,0,2,2,0
11210,42,49,0,0,1,4,0
11211,60,59,0,0,2,2,0
11212,107,94,0,0,0,1,0
11213,2,24,0,0,1,0,1
11214,19,35,0,0,2,1,0
11215,80,38,0,0,0,0,0
11216,33,6,0,0,1,1,0
11217,54,97,0,0,3,1,0
11218,30,1,0,0,0,2,0
11219,129,62,0,0,2,0,0
11220,7,11,0,0,1,0,0
11221,15,16,0,0,1,2,1
11222,157,202,0,0,10,0,0
11223,43,20,0,0,2,1,1
11224,51,80,0,0,0,1,0
11225,22,39,0,0,1,0,0
11226,23,56,0,0,0,2,1
11227,103,93,0,0,2,2,0
11228,126,47,0,0,0,0,1
11229,121,41,0,0,2,2,0
11230,55,119,0,0,1,0,0
11231,152,53,0,0,0,2,0
11232,134,120,0,0,7,1,0
11233,175,27,0,0,3,1,0
11234,202,155,0,0,1,7,1
11235,122,138,0,0,1,3,0
11236,34,76,0,0,4,1,0
11237,66,72,0,0,3,1,0
11238,24,28,0,0,0,3,0
11239,8,10,0,0,1,2,1
11240,168,166,0,0,1,0,0
11241,99,68,0,0,2,0,0
11242,13,21,0,0,3,0,0
11243,14,12,0,0,1,1,0
11244,131,144,0,0,2,0,0
11245,58,89,0,0,1,2,0
11246,71,26,0,0,3,0,0
11247,4,3,0,0,1,0,0
11248,150,176,0,0,1,1,0
11249,185,160,0,0,2,0,0
11250,108,145,0,0,0,2,0
11251,40,5,0,0,0,4,0
11252,101,95,0,0,1,1,0
11253,90,86,0,0,0,1,0
11254,136,106,0,0,0,2,0
11255,92,85,0,0,1,1,0
11256,32,31,0,0,2,0,0
11257,70,50,0,0,3,0,0
11258,57,99,0,0,0,1,0
11259,188,166,0,0,0,2,0
11260,178,193,0,0,2,2,0
11261,183,146,0,0,1,3,0
11262,168,202,0,0,5,1,1
11263,166,168,0,0,1,7,1
11264,171,202,0,0,4,1,0
11265,138,97,0,0,2,1,0
11266,166,202,0,0,9,2,1
11267,171,168,0,0,2,2,0
11268,148,159,0,0,4,0,0
11269,16,82,0,0,1,0,1
11270,126,82,0,0,2,2,1
11271,95,106,0,0,1,0,0
11272,159,148,0,0,1,2,0
11273,80,138,0,0,1,0,0
11274,132,141,0,0,1,0,0
11275,80,131,0,0,2,0,0
11276,89,142,0,0,2,0,0
11277,19,59,0,0,5,2,0
11278,138,162,0,0,3,1,0
11279,80,141,0,0,0,0,0
11280,180,196,0,0,0,0,1
11281,134,196,0,0,0,1,0
11282,134,180,0,0,2,1,0
11283,97,79,0,0,2,1,0
11284,88,117,0,0,3,0,0
11285,189,190,0,0,1,0,0
11286,155,199,0,0,3,1,1
11287,199,190,0,0,1,1,1
11288,189,155,0,0,0,0,0
11289,189,199,0,0,3,0,0
11290,97,70,0,0,2,1,0
11291,155,190,0,0,4,0,1
11292,127,168,0,0,6,1,0
11293,79,148,0,0,2,1,0
11294,8,58,0,0,2,0,0
11295,96,184,0,0,7,0,0
11296,25,66,0,0,1,0,1
11297,71,159,0,0,2,3,0
11298,22,24,0,0,1,1,1
11299,90,67,0,0,2,2,0
11300,140,106,0,0,1,1,0
11301,43,14,0,0,1,0,0
11302,36,171,0,0,2,0,0
11303,83,117,0,0,1,1,0
11304,25,122,0,0,6,0,0
11305,154,159,0,0,1,1,0
11306,108,107,0,0,0,1,1
11307,13,38,0,0,1,0,0
11308,57,8,0,0,3,2,0
11309,151,170,0,0,3,0,0
11310,41,31,0,0,1,1,0
11311,37,22,0,0,1,0,0
11312,184,193,0,0,3,2,1
11313,10,32,0,0,3,0,0
11314,54,97,0,0,1,0,0
11315,48,66,0,0,2,0,0
11316,87,104,0,0,2,0,0
11317,51,67,0,0,3,2,0
11318,102,136,0,0,1,1,0
11319,96,70,0,0,2,1,0
11320,25,28,0,0,2,3,1
11321,186,184,0,0,0,1,0
11322,56,27,0,0,1,1,1
